age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Target,column_name
30,TECHNICIAN,single,SECONDARY,no,2573,yes,no,UNKNOWN,5,may,67,2,-1,0,UNKNOWN,no,
36,SERVICES,married,SECONDARY,no,143,yes,yes,unknown,5,may,350,1,-1,0,unknown,no,
40,BLUE-COLLAR,married,SECONDARY,no,475,yes,no,unknown,5,may,332,2,-1,0,NUKNOWN,no,
53,BLUE-COLLAR,married,SECONDARY,no,70,yes,no,unknown,5,may,611,2,-1,0,unknown,no,
34,management,single,tertiary,no,318,yes,no,unknown,5,amy,113,2,-1,0,unknown,no,
37,techincian,married,secondary,no,275,eys,on,unknown,5,may,132,1,-1,0,unknown,no,
42,MANAGEMENT,divorced,TERTIARY,no,742,yes,no,unknown,5,may,58,3,-1,0,UNKNOWN,no,
41,ENTREPRENEUR,married,PRIMARY,no,236,yes,no,unknown,5,may,151,1,-1,0,UNKNOWN,no,
30,STUDENT,sinlge,tertiary,no,25,yes,no,unknown,5,may,89,2,-1,0,UNKNOWN,no,
37,management,single,TERTIARY,no,600,yes,no,UNKNWON,5,may,152,1,-1,0,unknown,no,
39,ADMIN.,divorced,SECONDARY,no,-349,yes,no,UNKNOWN,5,may,611,2,-1,0,NUKNOWN,no,
41,blue-collar,married,PRIMARY,on,183,yes,yes,UNKNOWN,5,may,110,2,-1,0,unknown,no,
40,blue-collar,married,PRIMARY,no,0,yes,no,nuknown,5,mya,463,1,-1,0,UNNKOWN,no,
42,managemetn,single,tertiary,no,0,yes,yes,unknown,5,may,562,2,-1,0,unkonwn,yes,
40,BLUE-COLLAR,divorced,primary,no,0,yes,no,UNKNOWN,5,may,962,1,-1,0,unnkown,no,
57,technician,married,SECONDARY,no,1078,yes,no,uknnown,5,may,10,4,-1,0,NUKNOWN,no,
56,ENTREPRENEUR,divorced,SECONDARY,no,155,no,no,unknown,5,may,118,3,-1,0,unknown,no,
37,ADMIN.,married,secondary,no,190,yes,no,UNKNOWN,5,may,92,2,-1,0,UNKNOWN,no,
59,RETIRED,married,secondary,no,319,yes,no,UNKNOWN,5,may,143,3,-1,0,unknown,no,
39,services,divorced,secondary,no,-185,yes,no,UNKNOWN,5,may,189,3,-1,0,unknown,no,
49,SERVICES,married,SECONDARY,no,47,no,no,UNKNOWN,5,may,234,2,-1,0,unknonw,no,
38,SERVICES,single,secondary,no,570,eys,on,unknown,5,may,75,2,-1,0,unknown,no,
36,SELF-EMPLOYED,married,TERTIARY,on,19,no,no,unknwon,5,may,189,2,-1,0,UNKNOWN,no,
50,blue-collar,married,primary,on,61,yes,no,UNKNOWN,5,may,621,3,-1,0,UNKNONW,no,
41,ADMIN.,marired,secondary,no,-62,yes,yes,unkonwn,5,may,55,2,-1,0,unknown,no,
54,TECHNICIAN,married,tertiary,no,258,no,no,unknown,5,may,310,4,-1,0,unknown,no,
58,bluec-ollar,married,PRIMARY,no,76,yes,no,unknown,5,may,156,2,-1,0,unknown,no,
30,blue-collar,single,secondary,no,0,yes,no,UKNNOWN,5,may,5,2,-1,0,UNKNOWN,no,
33,admin.,single,SECONDARY,no,352,yes,no,UNKNOWN,5,may,225,2,-1,0,UNKNOWN,no,
47,ADMIN.,marired,ESCONDARY,no,368,yes,no,UNKNOWN,5,mya,125,2,-1,0,unknown,no,
50,TECHNICIAN,single,TERTIARY,no,339,yes,no,unknown,5,may,2,3,-1,0,unknown,no,
32,BLUE-COLLAR,married,SECONDARY,no,1331,yes,on,UNKNOWN,5,may,286,2,-1,0,unknown,no,
40,SELF-EMPLOYED,married,SECONDARY,no,672,eys,no,unknonw,5,may,164,2,-1,0,unknown,no,
37,MANAGEMENT,married,tertiary,no,58,eys,on,unknown,5,may,98,2,-1,0,UNKNOWN,no,
54,TECHNICIAN,single,UNKNONW,no,447,eys,on,UNKNOWN,5,may,742,2,-1,0,nuknown,no,
24,STUDENT,single,secondary,no,423,eys,no,UNKNOWN,5,may,226,3,-1,0,UNKNOWN,no,
54,management,amrried,TERTIARY,no,0,no,no,unknown,5,may,120,2,-1,0,UNKNOWN,no,
34,technician,marride,SECONDARY,no,19,yes,no,UNKNOWN,5,may,362,4,-1,0,unknown,no,
56,technician,divorced,PRIMARY,no,13,yse,no,unknown,5,may,357,2,-1,0,UNKNOWN,no,
31,BLUE-COLLAR,snigle,secondary,no,3,yes,no,UNKNOWN,5,may,200,2,-1,0,unknown,no,
24,student,single,SECONDARY,no,82,yes,no,uknnown,5,may,204,2,-1,0,UNKNOWN,no,
42,blue-collar,divorced,PRIMARY,no,28,yes,no,UNKNOWN,5,may,126,3,-1,0,UNKNOWN,no,
57,TECHNICIAN,married,SECONDARY,no,792,eys,no,UNKNONW,5,may,65,2,-1,0,unknown,no,
42,BLUE-COLLAR,married,UNKNOWN,no,408,yes,no,unknown,5,may,107,2,-1,0,UNKNOWN,no,
51,admin.,married,ESCONDARY,no,531,yes,on,UNKNOWN,5,may,267,2,-1,0,unknown,no,
57,RETIRED,married,SECONDARY,no,211,yes,no,UNKNOWN,5,may,248,2,-1,0,unnkown,no,
36,services,single,SECONDARY,no,62,yes,no,UNKNOWN,5,may,215,2,-1,0,unknown,no,
53,SERVICES,married,UNKNOWN,on,257,yes,no,unknown,5,may,209,2,-1,0,UNKNOWN,no,
50,TECHNICIAN,married,SECONDARY,no,1234,yes,no,UNKNOWN,5,may,205,2,-1,0,unknown,no,
54,management,married,tertiary,no,313,yes,no,unknonw,5,may,83,2,-1,0,UNKNONW,no,
55,BLUE-COLLAR,married,secondary,no,89,yes,no,unknown,5,may,106,3,-1,0,UNKNOWN,no,
44,bule-collar,married,secondary,no,129,eys,yes,UNKNOWN,5,may,189,2,-1,0,UNKNOWN,no,
43,management,married,UNKNOWN,no,0,yes,no,unknown,5,may,105,2,-1,0,UNKNOWN,no,
56,ADMIN.,married,seconadry,no,353,yse,no,UNKNOWN,5,may,106,2,-1,0,UNKNOWN,no,
54,technician,married,unknown,no,851,yes,on,UNKNOWN,5,may,108,2,-1,0,unknown,no,
55,services,divorced,PRIMARY,no,96,yes,yes,UNKNOWN,5,may,311,2,-1,0,UNKNOWN,no,
37,services,divocred,secondary,no,398,yes,yes,unknown,5,may,214,2,-1,0,UNKNOWN,no,
33,admin.,single,TERTIARY,no,193,no,no,UNKNOWN,5,may,132,2,-1,0,unknown,no,
46,ADMIN.,married,SECONDARY,no,-358,yes,no,unknown,5,may,358,2,-1,0,unknown,no,
36,blue-collar,married,secondary,no,539,yes,yes,unknown,5,may,453,2,-1,0,UNKNOWN,no,
51,TECHNICIAN,single,SECONDARY,no,0,yes,no,UNKNOWN,5,may,364,2,-1,0,unknown,no,
40,RETIRED,single,PRIMARY,no,0,on,no,UNKNOWN,5,may,136,2,-1,0,UNKNOWN,no,
42,blue-collar,married,secondary,no,490,yes,no,unknown,5,may,386,2,-1,0,UNKNOWN,no,
51,BLUE-COLLAR,married,SECONDARY,no,0,eys,no,unknown,5,may,173,2,-1,0,unknown,no,
49,BLUE-COLLAR,married,UNKNOWN,no,403,yes,no,UNKNOWN,5,may,241,2,-1,0,unknown,no,
48,MANAGEMENT,married,SECONDARY,no,161,yes,on,UNKNOWN,5,may,224,3,-1,0,UNKNOWN,no,
32,technician,divorced,tertiary,no,2558,no,no,unknown,5,may,148,2,-1,0,UNKNOWN,no,
31,admin.,single,SECONDARY,no,98,yes,on,UNKNOWN,5,may,196,2,-1,0,unknown,no,
55,mnaagement,single,tertiary,no,115,no,no,unknown,5,may,111,4,-1,0,unknown,no,
40,BLUE-COLLAR,single,secondary,no,436,yes,no,UNKNOWN,5,may,231,3,-1,0,UNKNOWN,no,
47,technician,married,etrtiary,no,831,yes,no,unknown,5,may,316,3,-1,0,UNKNOWN,no,
57,technician,married,UNKNOWN,no,206,yes,no,unknown,5,may,216,3,-1,0,UNKNOWN,no,
41,blue-collar,married,SECONDARY,no,290,yes,no,unknown,5,may,240,2,-1,0,unknown,no,
48,blue-collar,married,SECONDARY,on,1,no,no,UNKNOWN,5,may,669,3,-1,0,UNKNOWN,no,
42,BLUE-COLLAR,married,UNKNOWN,no,57,yes,no,unknown,5,may,425,2,-1,0,UNKNOWN,no,
30,BLUE-COLLAR,single,SECONDARY,no,-457,yes,no,unknown,5,may,143,2,-1,0,UNKNOWN,no,
58,management,single,TERTIARY,no,1387,yes,no,UNKNOWN,5,may,174,5,-1,0,UNKNOWN,no,
45,MANAGEMENT,divorced,TERTIARY,no,24598,yes,no,unknown,5,may,313,3,-1,0,UNKNOWN,no,
49,blue-collar,married,SECONDARY,no,30,yes,no,unknown,5,may,135,4,-1,0,UNKNOWN,no,
42,ADMIN.,single,secondary,on,1022,eys,no,unknown,5,may,146,2,-1,0,UNKNOWN,no,
53,TECHNICINA,married,secondary,no,56,yes,yes,UNKNOWN,5,may,152,2,-1,0,unknown,no,
51,ADMIN.,signle,SCEONDARY,yes,-2,no,no,unknown,5,may,402,3,-1,0,UNKNOWN,no,
32,services,single,SECONDARY,no,121,yes,no,unknown,5,may,213,2,-1,0,unknown,no,
41,BLUE-COLLAR,single,SECONDARY,no,842,yes,on,unknown,5,may,144,3,-1,0,unkonwn,no,
43,MANAGEMENT,divorced,secondary,no,693,yes,no,UNKNOWN,5,may,124,3,-1,0,unknown,no,
40,BLUE-COLLAR,divorcde,secondary,no,-333,yes,no,UNKNOWN,5,may,183,2,-1,0,unkonwn,no,
50,BLUE-CLOLAR,married,PRIMARY,no,1533,yes,no,UNKNOWN,5,may,325,2,-1,0,UNKNOWN,no,
34,managmeent,married,TERTIARY,no,46,yes,no,unknown,5,amy,39,4,-1,0,UNKNOWN,no,
53,SERVICES,married,UNKNOWN,no,18,no,no,unknown,5,may,503,2,-1,0,UNKNOWN,no,
45,technician,married,seconadry,no,44,yes,no,UNKNWON,5,may,95,4,-1,0,UNKNOWN,no,
39,BLUE-COLLAR,married,PRIMARY,no,-100,yes,no,UNKNOWN,5,may,680,2,-1,0,UNKNOWN,no,
44,services,marride,tertiary,no,510,yes,no,UNKNOWN,5,may,421,4,-1,0,unknown,no,
55,MANAGEMENT,married,TERTIAYR,no,685,yes,no,unknown,5,may,174,3,-1,0,unknown,no,
46,management,single,TETRIARY,no,187,yes,no,unknown,5,may,113,2,-1,0,unnkown,no,
45,blue-collar,married,secondary,no,66,yes,no,unknown,5,may,808,2,-1,0,unnkown,no,
34,ADMIN.,married,secondary,on,560,yes,no,unknown,5,may,198,3,-1,0,unknown,no,
36,blue-collar,married,secondary,no,0,yes,no,UNKNOWN,5,may,195,2,-1,0,unknown,no,
59,unknown,divorced,UNKNOWN,on,27,no,no,UKNNOWN,5,mya,347,3,-1,0,UNKONWN,no,
31,admin.,single,secondary,on,12,eys,on,UNKNOWN,5,may,208,2,-1,0,UNKNOWN,no,
44,BLUE-COLLAR,single,SECONDARY,no,34,yes,no,uknnown,5,may,404,4,-1,0,UNKNOWN,no,
33,ENTREPRENEUR,singel,TERTIARY,no,1068,yes,no,UNKNOWN,5,may,396,2,-1,0,unknown,no,
40,BLUE-COLLAR,married,secondary,on,211,yse,no,unknown,5,may,216,4,-1,0,unknown,no,
46,admin.,single,tertiary,no,377,yes,no,unknown,5,may,98,2,-1,0,UNKNOWN,no,
48,MANAGEMENT,married,tertiary,no,263,yes,no,UNKNOWN,5,may,350,2,-1,0,unknown,no,
42,services,married,SECONDARY,on,1263,yes,no,UNKNOWN,6,may,114,2,-1,0,unknown,no,
27,SERVICES,married,SECONDARY,no,8,yes,no,unknwon,6,may,88,3,-1,0,unknown,no,
48,ADMIN.,married,SEOCNDARY,no,126,yes,yes,unknown,6,may,379,2,-1,0,UNKNOWN,no,
59,ADMIN.,married,SECONDARY,no,230,yes,on,unknown,6,may,190,3,-1,0,UNKNOWN,no,
46,TECHNICIAN,married,TERTIARY,on,841,yes,no,unknown,6,may,158,1,-1,0,unknown,no,
38,ADMIN.,divorced,secondary,no,308,yes,no,unknown,6,mya,102,1,-1,0,UNKNOWN,no,
43,management,divorced,tertiary,no,1,yes,no,unknwon,6,amy,306,1,-1,0,unknown,no,
38,admin.,divocred,TERTIARY,on,86,yes,no,UNKNOWN,6,may,218,1,-1,0,unknown,no,
23,STUDENT,single,secondary,on,157,yes,no,UNKNOWN,6,mya,54,1,-1,0,UNKNOWN,no,
34,SERVICES,married,SECONDARY,no,22,yes,no,UNKNOWN,6,may,344,1,-1,0,UNKNOWN,no,
38,AMDIN.,married,secondary,no,46,yes,yes,UNKNOWN,6,may,195,1,-1,0,UNKNOWN,no,
37,blue-collar,married,secondary,no,1293,no,on,UNKNOWN,6,may,652,1,-1,0,UNKNOWN,no,
25,ADMIN.,single,escondary,no,122,yes,no,unknown,6,may,286,1,-1,0,UNKNOWN,no,
48,BLUE-COLLAR,married,UNKNOWN,no,131,yes,no,unknown,6,may,189,1,-1,0,UNKNOWN,no,
49,BLUE-COLLAR,single,SECONDARY,no,143,yes,no,unknown,6,may,83,1,-1,0,nuknown,no,
38,ADMIN.,single,secondary,no,393,no,no,unknown,6,may,184,2,-1,0,unknown,no,
43,BLUE-COLLAR,married,primary,no,98,eys,no,unknown,6,may,235,1,-1,0,unknown,no,
33,management,married,TERTIARY,no,0,yes,no,unknown,6,may,290,1,-1,0,unknown,no,
55,blue-collar,married,SECONDARY,no,224,yes,no,unknwon,6,may,232,1,-1,0,UNKNOWN,no,
38,BLUE-COLLAR,married,secondary,no,757,yes,no,unknown,6,mya,133,1,-1,0,unknown,no,
49,SERVICES,married,secondary,no,245,yes,yes,unknown,6,may,318,1,-1,0,unknonw,no,
40,MANAGEMENT,married,SECONDARY,no,8486,no,no,UNKNOWN,6,may,260,3,-1,0,UNKNOWN,no,
43,admin.,married,UNKNOWN,no,350,no,no,unknown,6,may,437,1,-1,0,unknown,no,
38,blue-collar,married,SECONDARY,no,20,yes,no,UNKNOWN,6,may,402,1,-1,0,unknown,no,
58,services,married,SECONDARY,no,1667,yes,yes,unknown,6,may,85,1,-1,0,UNKNOWN,no,
57,TECHNICINA,married,unknown,no,345,yes,no,UNKNOWN,6,may,125,1,-1,0,unknown,no,
32,UNEMPLOYED,married,secondary,no,10,yes,no,UNKNOWN,6,may,501,4,-1,0,UNKNOWN,no,
56,MANAGEMENT,married,tertiary,no,830,yes,yes,unknown,6,may,1201,1,-1,0,UNKNOWN,yes,
58,BLUE-COLLAR,divorced,unknown,on,29,yes,on,unknown,6,mya,253,1,-1,0,unknown,no,
60,retired,divorced,secondary,no,545,yes,no,UNKNOWN,6,may,1030,1,-1,0,UNKNOWN,yes,
37,TECHNICIAN,married,TERTIRAY,no,8730,yse,no,UNKNOWN,6,may,149,1,-1,0,unknown,no,
46,TECHNICIAN,divorced,tertiary,no,477,yes,on,unknown,6,may,114,1,-1,0,UNKNWON,no,
27,ADMIN.,married,secondary,no,4,yes,no,unknown,6,may,243,1,-1,0,unknown,no,
43,BLU-ECOLLAR,married,secondary,no,1205,yse,no,unknown,6,may,769,2,-1,0,UNKNOWN,no,
32,TECHNICIAN,single,secondary,no,0,yes,yes,unknown,6,may,135,3,-1,0,UNKNOWN,no,
40,admin.,single,secondary,no,263,yes,no,UNKNOWN,6,may,231,1,-1,0,UNKNOWN,no,
38,admin.,married,secondary,no,1,no,no,UNKNOWN,6,may,76,1,-1,0,unknown,no,
34,BLUE-COLLAR,marride,SECONDARY,no,283,no,yes,unknown,6,may,199,1,-1,0,UNKNOWN,no,
47,BLUE-COLLAR,mraried,PRIMARY,no,206,yes,no,UNKNOWN,6,may,152,1,-1,0,UNKNOWN,no,
42,HOUSEMAID,married,primary,on,17,yes,no,UKNNOWN,6,may,124,1,-1,0,unknown,no,
48,technician,married,secondary,no,141,yes,eys,UNKNOWN,6,may,424,1,-1,0,unknown,no,
29,self-employed,singel,TETRIARY,no,16,yes,no,UNKNOWN,6,may,43,1,-1,0,UNKNOWN,no,
50,SERVICES,married,secondary,no,206,yes,no,unknown,6,may,154,1,-1,0,unknown,no,
52,technician,married,unknown,no,7,no,no,UNKNOWN,6,may,203,2,-1,0,UNKNOWN,no,
50,AMNAGEMENT,married,tertiary,no,0,no,no,nuknown,6,may,326,1,-1,0,unknown,no,
58,retired,married,tertiary,no,0,no,no,UNKNOWN,6,may,393,1,-1,0,unknown,no,
46,blue-collar,divorced,primary,no,1927,yes,no,unknown,6,may,241,3,-1,0,unknown,no,
38,TECHNICIAN,married,SECONDARY,no,284,yes,no,unknown,6,may,483,1,-1,0,unknown,no,
46,blue-collar,married,secondary,no,1660,yes,no,UNKNOWN,6,may,259,1,-1,0,UNKNOWN,no,
32,SERVICES,single,SECONDARY,no,406,yes,no,UNKNOWN,6,may,227,1,-1,0,unknown,no,
51,BLUE-COLLAR,married,primary,no,230,yes,no,unknown,6,may,673,1,-1,0,unknown,no,
39,ADMIN.,single,secondary,no,-25,yes,no,unknown,6,mya,576,1,-1,0,UNKNOWN,no,
48,ADMIN.,married,SCEONDARY,no,182,yes,no,unknown,6,may,180,2,-1,0,NUKNOWN,no,
36,ENTREPRENEUR,married,tertiary,no,1169,yes,no,unknown,6,may,168,2,-1,0,UNKNOWN,no,
34,admin.,divorced,SECONDARY,no,67,yes,no,unknown,6,amy,90,1,-1,0,unknown,no,
40,TECHNICIAN,married,SECONDARY,no,77,no,on,UNKNOWN,6,may,505,1,-1,0,UNKNOWN,no,
43,UNEMPLOYED,married,SECONDARY,no,0,yes,on,unknown,6,may,245,1,-1,0,UNKNOWN,no,
52,BLUE-COLLAR,divorced,PRIMARY,no,55,eys,yes,unknown,6,may,186,1,-1,0,UNNKOWN,no,
33,technician,marired,secondary,yes,72,yes,on,unknown,6,may,623,1,-1,0,UNKNOWN,no,
49,MANAGEMENT,single,TERTIAYR,on,163,yse,no,UNKNOWN,6,may,496,3,-1,0,UNKNOWN,no,
32,MANAGEMENT,single,TERTIARY,no,151,yes,no,unknown,6,may,118,1,-1,0,UNKNOWN,no,
39,admin.,single,secondary,no,113,yes,no,unknown,6,may,342,1,-1,0,UNKNOWN,no,
40,blue-collar,amrried,SEOCNDARY,no,0,yes,no,UNKNOWN,6,mya,225,1,-1,0,UNKNOWN,no,
38,technician,single,tertiary,no,9,yes,no,UNKNOWN,6,may,185,3,-1,0,unnkown,no,
43,MANAGEMENT,married,SECONDARY,no,375,yse,no,uknnown,6,may,196,2,-1,0,unknown,no,
39,SREVICES,married,secondray,no,1142,yes,no,unknwon,6,may,276,1,-1,0,UNKNOWN,no,
54,BLUE-COLLAR,married,PRIMARY,no,2102,yes,no,UNNKOWN,6,mya,76,1,-1,0,UNKNOWN,no,
38,technician,single,tertiary,on,4325,yes,no,UNKNOWN,6,may,87,1,-1,0,UNKNOWN,no,
40,BLUE-COLLAR,married,SECONDARY,no,217,yes,no,unknown,6,may,195,1,-1,0,UNKNOWN,no,
55,admin.,married,SECONDARY,no,131,yes,on,unknown,6,may,744,1,-1,0,unknown,no,
42,MANAGEMENT,married,TERTIARY,no,1680,yes,no,unknown,6,may,765,1,-1,0,UNKNOWN,no,
39,blue-collar,married,SECONDARY,no,0,yse,no,UNKNOWN,6,may,262,1,-1,0,unknown,no,
40,blue-collar,married,primary,on,46,yes,no,UNKNOWN,6,may,119,1,-1,0,UNKNOWN,no,
32,blue-collar,married,secondary,no,320,yes,no,unknown,6,may,198,2,-1,0,unknown,no,
55,ADMIN.,mraried,secondary,no,183,yes,no,unknown,6,may,150,1,-1,0,unknown,no,
45,blue-collar,married,ESCONDARY,no,39,no,no,UNKNOWN,6,may,241,1,-1,0,unknown,no,
35,MANAGEMENT,single,tertiary,no,560,yes,no,unknown,6,may,181,1,-1,0,unknonw,no,
58,technician,divorced,SECONDARY,no,469,no,no,unkonwn,6,may,196,1,-1,0,unknown,no,
35,ADMIN.,married,secondary,no,530,yes,no,unknown,6,amy,149,1,-1,0,UNKNOWN,no,
49,SERVICES,married,PRIMARY,no,61,yes,no,unknown,6,may,246,1,-1,0,unknown,no,
34,TECHNICIAN,single,tertiary,no,242,eys,no,unknown,6,mya,112,1,-1,0,unknown,no,
36,blue-collar,mraried,secondary,no,139,yes,no,UNKNOWN,6,may,309,2,-1,0,UNKNOWN,no,
24,selfe-mployed,single,SECONDARY,no,0,yes,no,unknown,6,may,278,1,-1,0,unknown,no,
34,technician,married,SECONDARY,no,367,yes,no,unknown,6,may,140,1,-1,0,unknown,no,
51,amdin.,divorced,SECONDARY,no,228,yes,no,unknown,6,may,136,1,-1,0,UNKNOWN,no,
39,TECHNICIAN,single,unknown,no,45248,yes,no,unknown,6,may,1623,1,-1,0,unkonwn,yes,
50,SELF-EMPLOYED,married,unknown,no,-84,yes,no,UNKNOWN,6,may,101,1,-1,0,unknown,no,
32,SERVICES,singel,SECONDARY,no,310,yes,no,UNKNOWN,6,may,144,1,-1,0,UNKNOWN,no,
42,blue-collar,marride,UNKNOWN,on,132,yes,on,UNKNOWN,6,may,238,1,-1,0,unknown,no,
50,TECHNICIAN,married,secondary,no,797,yes,no,UNKNOWN,6,may,354,1,-1,0,UNKNOWN,no,
40,SERVICES,married,secondary,no,71,on,no,unknown,6,may,79,1,-1,0,UNKNOWN,no,
46,MANAGEMENT,divorced,unknown,no,2,yes,no,unknown,6,may,187,1,-1,0,unknown,no,
37,MANAGEMNET,married,TERTIARY,no,231,yes,eys,unknown,6,amy,451,2,-1,0,unknown,no,
34,BLUE-COLLAR,married,secondary,no,270,yes,yes,unknown,6,may,159,1,-1,0,UNNKOWN,no,
44,BLUE-COLLAR,married,secondary,on,274,yes,yes,UNKNOWN,6,mya,409,1,-1,0,UNKNOWN,no,
40,admin.,single,secondary,no,-109,yes,yes,UNKNOWN,6,may,170,1,-1,0,unknown,no,
37,TECHNICIAN,married,secondary,no,1,yes,no,UNKNOWN,6,may,608,1,-1,0,unknown,yes,
33,blue-collar,,secondary,yes,-60,no,no,UNKNOWN,6,may,243,1,-1,0,unknown,no,
35,BLUE-COLLAR,married,secondary,no,89,yes,no,UNKNOWN,6,mya,145,2,-1,0,UNKNOWN,no,
58,blue-collar,divorced,secondary,no,-11,on,no,unknown,6,may,112,1,-1,0,UNKNOWN,no,
39,BLUE-COLLAR,marreid,primary,no,0,yes,no,unknown,6,may,262,2,-1,0,unknown,no,
43,BLUE-COLLAR,married,SECONDARY,no,-509,yes,no,UNKNOWN,6,may,124,1,-1,0,UNKNOWN,no,
39,unemployed,married,primayr,on,408,yes,no,UNKNOWN,6,may,53,1,-1,0,UNNKOWN,no,
36,services,single,primary,no,58,yes,no,UNKNOWN,6,may,134,1,-1,0,unknown,no,
57,retired,single,SECONDARY,no,1640,no,yes,UNKNOWN,6,may,204,4,-1,0,unknwon,no,
36,ADMIN.,single,SECONDARY,no,20,yes,no,unknown,6,may,186,1,-1,0,UNKNOWN,no,
50,blue-collar,married,primary,no,71,yes,no,UNKNONW,6,may,678,1,-1,0,unknown,no,
55,blue-collar,married,SECONDARY,no,52,yes,no,UNKNONW,6,may,182,1,-1,0,unknown,no,
44,SELF-EMPLOYED,married,tertiary,no,292,yse,no,unknown,6,may,162,1,-1,0,UNKNOWN,no,
44,services,divorced,secondary,no,424,yes,no,UNNKOWN,6,may,27,1,-1,0,UNKNOWN,no,
39,HOUSEMAID,single,primary,no,109,yes,no,UNKNOWN,6,may,699,3,-1,0,unknwon,no,
46,blue-collar,married,nuknown,no,1044,yes,no,unknown,6,may,43,1,-1,0,unknown,no,
39,blue-collar,married,SECONDARY,no,983,yes,no,UNKNOWN,6,may,97,1,-1,0,unknown,no,
34,admin.,mraried,SECONDARY,no,869,no,no,UNKNOWN,6,may,1677,1,-1,0,unknown,yes,
40,blue-collar,married,primary,no,668,yes,no,unknown,6,may,283,2,-1,0,uknnown,no,
50,management,married,tertiary,no,964,yes,no,unknown,6,may,323,1,-1,0,UNKNOWN,no,
31,management,single,secondary,no,301,yes,no,UNKNOWN,6,may,82,1,-1,0,unknown,no,
37,ADMIN.,single,SECONDARY,no,140,yes,no,unknown,6,amy,310,1,-1,0,unknown,no,
39,MANGAEMENT,single,secondary,no,1877,yes,no,unknown,6,may,185,1,-1,0,UNKNOWN,no,
51,BLUE-COLLAR,married,PRIMARY,on,1127,yse,no,unknown,6,may,47,1,-1,,unknown,no,
41,TECHNICIAN,married,SCEONDARY,no,871,yes,no,UNKNOWN,6,may,145,1,-1,0,unknonw,no,
41,technician,married,secondary,no,767,yes,yes,UNKNOWN,6,mya,204,1,-1,0,unknown,no,
43,blue-collar,married,SECONDARY,no,0,no,no,UNKNOWN,6,may,187,1,-1,0,unknown,no,
30,services,single,secondary,no,209,yes,no,UNKNOWN,6,may,30,2,-1,0,unknown,no,
54,manageemnt,divorced,primary,no,0,no,no,UNKNOWN,6,may,472,1,-1,0,UNKNOWN,no,
43,BLUE-COLLAR,divorced,SECONDARY,no,110,yes,yes,unknown,6,may,448,1,-1,0,UNKNOWN,no,
59,MAANGEMENT,divorced,tertiary,no,-76,yes,yes,unkonwn,6,mya,264,1,-1,0,UNKNOWN,no,
47,TECHNICIAN,married,UNKNOWN,no,178,yes,no,unknown,6,may,169,1,-1,0,UNKNONW,no,
40,BLUE-COLLAR,married,PRIMARY,no,-66,yes,no,UKNNOWN,6,may,288,1,-1,0,unknown,no,
32,technician,married,secondary,no,0,yes,on,UNKNOWN,6,mya,176,2,-1,0,NUKNOWN,no,
29,BLUE-COLLAR,married,SECONDARY,no,1,yes,no,UNKNOWN,6,may,215,1,-1,0,unknown,no,
36,blue-collar,marride,SECONDARY,no,0,yes,no,UNKNOWN,6,may,337,1,-1,0,UNKNOWN,no,
55,unemployed,married,tertiary,no,5345,no,no,UNKNOWN,6,may,278,1,-1,0,UNKNOWN,no,
30,blue-collar,divorced,secondary,on,-209,yes,no,UNKNOWN,6,may,188,2,-1,0,unknown,no,
39,ADMIN.,single,secondary,no,0,yes,no,unknown,6,may,174,2,-1,0,uknnown,no,
39,blue-collar,divorced,secondary,no,42,yes,no,unknown,6,may,226,2,-1,0,unknown,no,
50,blue-collar,divorced,secondary,no,41,yes,no,UNKNOWN,6,may,190,1,-1,0,unknown,no,
44,blue-collar,married,secondary,no,-99,yes,no,UNKNOWN,6,mya,111,2,-1,0,UNNKOWN,no,
37,TCEHNICIAN,single,secondary,no,17,yes,no,UNKNOWN,6,amy,164,1,-1,0,unknown,no,
46,ADMI.N,married,primary,no,276,yes,yes,unknonw,6,amy,157,2,-1,0,UNKNOWN,no,
32,technician,single,UNKNOWN,no,-170,no,no,unknown,6,may,46,1,-1,0,unknown,no,
37,MANAGEMENT,single,TERTIARY,no,230,yes,,unknown,6,mya,374,1,-1,0,NUKNOWN,no,
29,blue-collar,amrried,secondary,on,9,yes,no,unknown,6,may,349,1,-1,0,UNKNOWN,no,
41,BLUE-COLLAR,married,secondary,no,946,eys,no,unknown,6,may,325,1,-1,0,unknown,no,
45,BLUE-COLLAR,married,primary,no,1297,yes,no,unknown,6,may,233,2,-1,0,UNNKOWN,no,
57,retired,divorced,SECONDARY,no,-331,yes,no,UNKNOWN,6,may,531,1,-1,0,UNKNOWN,no,
48,BLUE-COLLAR,single,secondary,on,44,yes,no,uknnown,6,may,153,1,-1,0,UNKNOWN,no,
60,retired,marreid,secondary,eys,15,no,no,UNKNOWN,6,may,80,1,-1,0,UNKONWN,no,
26,ADMIN.,single,SECONDARY,no,712,yes,no,UNKNOWN,6,may,232,1,-1,0,UNKNOWN,no,
58,retired,marreid,SECONDARY,no,5435,yes,on,unknown,6,may,118,1,-1,0,unknown,no,
34,ADMIN.,marreid,secondary,no,507,yes,no,unknown,6,may,190,1,-1,0,unknown,no,
55,UNEMPLOYED,divorced,SECONDARY,no,387,yes,no,uknnown,6,may,918,1,-1,0,unknown,yes,
