track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
Dawn FM,The Weeknd,1.0,2022.0,1.0,,811.0,wrong_type,53933526,wrong_type,8.0,6,0.0,0,78.0,A,Minor,27.0,10.0,49.0,62.0,0.0,49.0,5.0
Surface Pressure,Jessica Darrow,1.0,wrong_type,wrong_type,19.0,1756.0,0.0,267758538,38.0,48.0,20,0.0,0,,D,Major,65.0,37.0,58.0,2.0,0.0,4.0,31.0
Starry Eyes,The Weeknd,1.0,2022.0,1.0,7.0,1014.0,0.0,74601456,1.0,17.0,11,0.0,0,86.0,A,Minor,28.0,,41.0,50.0,0.0,19.0,3.0
THATS WHAT I WANT,Lil Nas X,1.0,2021.0,wrong_type,17.0,7963.0,0.0,920797189,173.0,7.0,298,0.0,4,88.0,C#,Minor,74.0,wrong_type,85.0,1.0,wrong_type,5.0,22.0
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2.0,2021.0,11.0,5.0,4771.0,0.0,539595276,68.0,18.0,75,0.0,1,97.0,C#,Major,68.0,72.0,78.0,wrong_type,wrong_type,7.0,5.0
Beggin,Mï¿½ï¿½ne,1.0,2017.0,12.0,,8559.0,0.0,1367810478,183.0,64.0,964,9.0,75,134.0,B,Minor,71.0,59.0,80.0,13.0,0.0,36.0,5.0
Mon Amour - Remix,"Aitana, zzoilo",2.0,2020.0,9.0,21.0,wrong_type,wrong_type,578207856,67.0,13.0,139,0.0,40,116.0,D,Major,75.0,wrong_type,76.0,,0.0,10.0,10.0
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3.0,,10.0,5.0,3423.0,26.0,775542072,61.0,65.0,53,6.0,0,170.0,E,Minor,64.0,14.0,70.0,9.0,0.0,9.0,8.0
MONEY,Lisa,wrong_type,2021.0,9.0,10.0,,13.0,863625566,44.0,109.0,131,0.0,,140.0,C#,Minor,83.0,wrong_type,55.0,16.0,0.0,14.0,wrong_type
The Motto,"Tiï¿½ï¿½sto, Ava",2.0,2021.0,11.0,4.0,9151.0,6.0,656013912,240.0,107.0,268,0.0,5,118.0,G,Minor,75.0,46.0,wrong_type,3.0,0.0,9.0,4.0
Happier Than Ever,Billie Eilish,,2021.0,7.0,30.0,8476.0,0.0,1056760045,138.0,133.0,283,0.0,,65.0,,Major,31.0,31.0,24.0,76.0,0.0,14.0,4.0
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2.0,2021.0,10.0,22.0,7495.0,17.0,611994237,114.0,wrong_type,284,2.0,,120.0,,Minor,wrong_type,16.0,67.0,0.0,0.0,,4.0
traitor,"Juan Cruz Toledo, Huilen Toledo",2.0,2021.0,5.0,21.0,5257.0,6.0,1230855859,85.0,43.0,134,0.0,,176.0,D#,Major,29.0,12.0,33.0,68.0,0.0,12.0,5.0
Toxic,BoyWithUke,1.0,2021.0,wrong_type,10.0,1795.0,0.0,582981380,34.0,23.0,118,0.0,,180.0,G#,Minor,59.0,,61.0,84.0,0.0,wrong_type,36.0
drivers license,Olivia Rodrigo,1.0,wrong_type,1.0,8.0,12685.0,3.0,1858144199,185.0,61.0,485,0.0,,144.0,A#,Major,59.0,21.0,43.0,76.0,0.0,10.0,7.0
Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",3.0,2021.0,11.0,30.0,648.0,1.0,240684449,14.0,3.0,81,wrong_type,0,133.0,F#,Minor,82.0,52.0,61.0,38.0,0.0,14.0,wrong_type
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1.0,wrong_type,wrong_type,12.0,4635.0,5.0,583687007,50.0,49.0,30,1.0,2,93.0,,Major,63.0,21.0,52.0,28.0,0.0,9.0,3.0
Donï¿½ï¿½ï¿½t Break My,The Weeknd,1.0,2022.0,1.0,7.0,,0.0,63803529,1.0,5.0,6,0.0,0,122.0,A#,Major,77.0,25.0,62.0,34.0,0.0,23.0,3.0
Oh My God,Adele,1.0,2021.0,,19.0,,0.0,466214729,,7.0,199,0.0,0,88.0,C#,Major,53.0,55.0,73.0,9.0,0.0,3.0,5.0
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4.0,2022.0,1.0,5.0,759.0,3.0,236940480,32.0,,12,0.0,0,170.0,F,Minor,70.0,61.0,44.0,40.0,0.0,37.0,
A Tale By Quincy,The Weeknd,1.0,2022.0,1.0,wrong_type,733.0,0.0,41924466,0.0,2.0,2,0.0,0,94.0,F,Minor,46.0,55.0,50.0,71.0,0.0,10.0,11.0
I AM WOMAN,Emmy Meli,1.0,2021.0,11.0,18.0,wrong_type,0.0,225259194,45.0,0.0,107,0.0,0,170.0,A#,Major,65.0,46.0,47.0,12.0,0.0,13.0,16.0
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",3.0,2021.0,10.0,27.0,2780.0,wrong_type,393230256,54.0,21.0,57,1.0,0,90.0,E,Minor,79.0,79.0,70.0,57.0,0.0,66.0,8.0
It'll Be Okay,Shawn Mendes,1.0,2021.0,12.0,1.0,1950.0,0.0,287201015,,8.0,104,0.0,10,78.0,G,Major,40.0,7.0,,62.0,0.0,9.0,3.0
Softcore,The Neighbourhood,1.0,2018.0,3.0,9.0,3947.0,12.0,599770206,33.0,102.0,93,0.0,30,94.0,D,Major,57.0,36.0,58.0,5.0,0.0,15.0,3.0
Super Gremlin,Kodak Black,1.0,2021.0,10.0,30.0,2551.0,0.0,342779426,52.0,15.0,35,0.0,1,wrong_type,D,Major,83.0,11.0,41.0,0.0,0.0,36.0,14.0
Volvï¿,"Aventura, Bad Bunny",2.0,2021.0,8.0,3.0,5375.0,10.0,673801126,138.0,wrong_type,133,0.0,1,176.0,C#,Major,73.0,79.0,86.0,42.0,0.0,wrong_type,18.0
Todo De Ti,Rauw Alejandro,1.0,2020.0,11.0,2.0,11975.0,8.0,1168642797,wrong_type,75.0,268,6.0,16,128.0,D#,Minor,81.0,57.0,63.0,40.0,1.0,10.0,4.0
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3.0,2019.0,8.0,30.0,2696.0,0.0,540539717,42.0,2.0,57,0.0,,120.0,G#,Major,,44.0,60.0,44.0,9.0,5.0,6.0
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3.0,2021.0,11.0,5.0,4963.0,0.0,383550148,wrong_type,40.0,76,0.0,0,82.0,D,Major,63.0,85.0,62.0,6.0,0.0,wrong_type,4.0
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3.0,2020.0,3.0,13.0,6734.0,0.0,530511203,47.0,14.0,90,0.0,1,95.0,D,Major,77.0,40.0,47.0,2.0,0.0,9.0,3.0
Every Angel is Terrifying,The Weeknd,1.0,2022.0,1.0,7.0,715.0,0.0,37307967,0.0,1.0,2,0.0,0,118.0,,Major,44.0,52.0,94.0,11.0,0.0,4.0,29.0
Tacones Rojos,Sebastian Yatra,1.0,2021.0,10.0,22.0,3047.0,9.0,510876816,77.0,,85,5.0,28,123.0,B,Minor,75.0,,86.0,8.0,0.0,14.0,3.0
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3.0,2021.0,3.0,19.0,14140.0,0.0,1445941661,231.0,wrong_type,612,6.0,,90.0,,Major,63.0,49.0,68.0,38.0,0.0,42.0,18.0
Dakiti,"Bad Bunny, Jhay Cortez",2.0,2020.0,10.0,30.0,11215.0,21.0,1763363713,189.0,166.0,525,9.0,25,110.0,E,Minor,73.0,14.0,57.0,40.0,0.0,11.0,5.0
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2.0,2021.0,12.0,29.0,1678.0,12.0,374191487,20.0,4.0,15,1.0,3,96.0,C#,Minor,66.0,76.0,82.0,47.0,0.0,10.0,32.0
Lï¿½ï¿½ï¿,Stromae,1.0,,1.0,9.0,2035.0,0.0,108809090,41.0,122.0,394,0.0,2,88.0,D,Minor,56.0,58.0,55.0,35.0,wrong_type,23.0,11.0
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",3.0,2021.0,9.0,,2780.0,2.0,436695353,86.0,76.0,59,0.0,16,,A,Minor,73.0,wrong_type,85.0,,0.0,24.0,5.0
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3.0,2021.0,9.0,24.0,4091.0,0.0,421040617,105.0,2.0,73,13.0,1,110.0,,Minor,72.0,67.0,68.0,0.0,0.0,14.0,4.0
Life Goes On,Oliver Tree,1.0,2020.0,7.0,17.0,wrong_type,0.0,501541661,43.0,15.0,116,0.0,,80.0,,Major,70.0,57.0,,,0.0,12.0,wrong_type
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3.0,2021.0,9.0,16.0,3643.0,0.0,354065229,69.0,3.0,70,0.0,3,wrong_type,C#,Minor,86.0,31.0,53.0,43.0,0.0,11.0,6.0
Butter,BTS,1.0,2021.0,5.0,21.0,4779.0,6.0,1143647827,180.0,135.0,223,0.0,5,110.0,G#,Major,79.0,70.0,wrong_type,0.0,0.0,6.0,11.0
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3.0,2022.0,1.0,7.0,3517.0,0.0,311395144,54.0,28.0,43,0.0,0,78.0,C#,Minor,77.0,49.0,42.0,1.0,1.0,13.0,19.0
You Right,"Doja Cat, The Weeknd",2.0,2021.0,6.0,24.0,5073.0,0.0,672656250,83.0,9.0,100,0.0,4,129.0,G#,Major,83.0,44.0,62.0,2.0,0.0,8.0,6.0
deja vu,Olivia Rodrigo,1.0,2021.0,4.0,1.0,7545.0,4.0,1256880657,117.0,39.0,141,0.0,46,181.0,A,Major,44.0,22.0,60.0,61.0,0.0,42.0,9.0
Dynamite,BTS,1.0,2020.0,8.0,wrong_type,8528.0,5.0,1692897992,239.0,163.0,583,0.0,,,F#,Minor,75.0,74.0,77.0,1.0,,9.0,10.0
TO THE MOON,Jnr Choi,1.0,2021.0,11.0,5.0,2979.0,0.0,245095641,44.0,0.0,159,0.0,0,144.0,D,Major,74.0,39.0,65.0,5.0,1.0,wrong_type,35.0
Lost in the Fire,"The Weeknd, Gesaffelstein",2.0,2019.0,1.0,wrong_type,7731.0,wrong_type,686734357,110.0,145.0,447,0.0,46,101.0,D,Major,66.0,18.0,68.0,9.0,0.0,12.0,4.0
Salimo de Noche,"Trueno, Tiago pzk",2.0,2021.0,10.0,21.0,1057.0,0.0,261414174,17.0,5.0,21,0.0,0,84.0,D,Major,67.0,wrong_type,63.0,29.0,0.0,12.0,5.0
Volando - Remix,"Sech, Bad Bunny, Mora",3.0,2021.0,7.0,8.0,3272.0,19.0,610045621,101.0,34.0,70,1.0,2,154.0,F#,Major,66.0,63.0,69.0,21.0,wrong_type,11.0,7.0
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3.0,2021.0,3.0,5.0,14417.0,0.0,1115880852,wrong_type,123.0,569,0.0,10,148.0,F,Major,59.0,72.0,62.0,18.0,0.0,9.0,3.0
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3.0,2021.0,9.0,3.0,5199.0,wrong_type,594482982,45.0,43.0,45,0.0,3,146.0,F,Minor,85.0,22.0,37.0,13.0,0.0,7.0,30.0
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",2.0,2021.0,8.0,1.0,6026.0,0.0,566954746,171.0,51.0,187,1.0,21,120.0,B,Minor,77.0,51.0,79.0,20.0,0.0,26.0,6.0
Love Grows (Where My Rosemary Goes),Edison Lighthouse,1.0,1970.0,1.0,1.0,2877.0,0.0,BPM110KeyAModeMajorDanceability53Valence75Energy69Acousticness7Instrumentalness0Liveness17Speechiness3,16.0,0.0,54,wrong_type,0,110.0,A,Major,wrong_type,75.0,69.0,7.0,0.0,17.0,3.0
LA FAMA (with The Weeknd),"The Weeknd, ROSALï¿½",2.0,2021.0,11.0,11.0,4640.0,3.0,374706940,81.0,93.0,507,6.0,4,136.0,,Minor,77.0,82.0,30.0,95.0,0.0,13.0,5.0
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3.0,2021.0,11.0,19.0,1150.0,0.0,184937148,20.0,38.0,12,0.0,0,wrong_type,C#,Major,59.0,56.0,63.0,12.0,,6.0,36.0
Phantom Regret by Jim,The Weeknd,1.0,2022.0,1.0,7.0,768.0,0.0,31959571,1.0,1.0,3,wrong_type,0,108.0,A,Minor,46.0,23.0,48.0,75.0,wrong_type,14.0,4.0
Dos Oruguitas,Sebastian Yatra,1.0,2021.0,,19.0,925.0,0.0,167076418,24.0,47.0,74,0.0,0,94.0,,Major,42.0,47.0,36.0,76.0,0.0,9.0,5.0
Freaks,Surf Curse,1.0,2015.0,5.0,10.0,3006.0,3.0,824420218,23.0,,121,0.0,13,180.0,A,Major,35.0,41.0,,0.0,63.0,5.0,5.0
Acapulco,Jason Derulo,1.0,2021.0,9.0,1.0,3098.0,0.0,363467642,111.0,5.0,182,1.0,0,,A#,Major,77.0,51.0,79.0,5.0,0.0,16.0,5.0
Daddy Issues,The Neighbourhood,1.0,2015.0,10.0,30.0,9771.0,wrong_type,1127468248,42.0,70.0,384,0.0,3,85.0,A#,Major,59.0,33.0,52.0,7.0,15.0,12.0,3.0
thought i was playing,"21 Savage, Gunna",2.0,2022.0,1.0,7.0,807.0,0.0,60680939,3.0,0.0,5,0.0,0,148.0,C#,Major,68.0,29.0,wrong_type,0.0,0.0,wrong_type,7.0
ELEVEN,IVE,1.0,2021.0,12.0,1.0,521.0,1.0,247737946,,89.0,11,0.0,0,120.0,A,Major,83.0,,73.0,6.0,0.0,5.0,11.0
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",,2020.0,7.0,,12854.0,0.0,1699402402,237.0,27.0,636,0.0,,91.0,G,Minor,70.0,76.0,wrong_type,22.0,0.0,27.0,4.0
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2.0,2021.0,11.0,19.0,802.0,0.0,154797871,13.0,27.0,8,0.0,0,120.0,E,Major,72.0,54.0,71.0,26.0,0.0,,4.0
DANCE CRIP,Trueno,1.0,,11.0,17.0,731.0,0.0,198883004,,14.0,24,0.0,4,106.0,,Major,86.0,86.0,,11.0,0.0,8.0,9.0
Miserable Man,David Kushner,1.0,2022.0,1.0,,788.0,0.0,124407432,13.0,0.0,32,1.0,0,110.0,A#,Major,63.0,31.0,35.0,93.0,0.0,29.0,3.0
happier,Olivia Rodrigo,1.0,2021.0,5.0,21.0,3069.0,4.0,850608354,25.0,46.0,105,0.0,45,169.0,F#,Major,39.0,36.0,45.0,81.0,0.0,8.0,13.0
Praise God,Kanye West,1.0,2021.0,8.0,29.0,wrong_type,0.0,376333030,24.0,6.0,105,0.0,0,118.0,C#,Major,80.0,21.0,55.0,1.0,0.0,26.0,wrong_type
Get Into It (Yuh),Doja Cat,1.0,2021.0,6.0,25.0,4999.0,0.0,516784627,43.0,19.0,73,12.0,0,92.0,G#,Minor,91.0,79.0,wrong_type,32.0,0.0,9.0,16.0
Before You Go,Lewis Capaldi,1.0,2019.0,11.0,,8327.0,24.0,1608045237,205.0,130.0,625,0.0,25,112.0,D#,Major,45.0,,60.0,63.0,0.0,9.0,6.0
Sky,Playboi Carti,1.0,2020.0,12.0,25.0,3297.0,3.0,506778838,25.0,3.0,52,,1,140.0,D,Major,79.0,56.0,91.0,26.0,0.0,wrong_type,21.0
Rolling in the Deep,Adele,1.0,2010.0,11.0,29.0,35684.0,6.0,1472799873,195.0,125.0,"6,280",2.0,78,105.0,G#,Major,73.0,52.0,76.0,13.0,0.0,5.0,3.0
Sobrio,Maluma,1.0,2021.0,7.0,8.0,3506.0,10.0,513643924,103.0,76.0,100,1.0,1,178.0,F,Major,76.0,63.0,77.0,14.0,0.0,15.0,22.0
Peru,"Ed Sheeran, Fireboy DML",2.0,2021.0,12.0,23.0,2999.0,0.0,261286503,60.0,17.0,154,0.0,22,108.0,G,Minor,96.0,71.0,wrong_type,57.0,0.0,8.0,9.0
favorite crime,Olivia Rodrigo,1.0,2021.0,5.0,21.0,3681.0,0.0,783706581,20.0,21.0,99,0.0,7,173.0,A,Major,40.0,19.0,29.0,86.0,0.0,34.0,4.0
Thunder,"Prezioso, Gabry Ponte, LUM!X",3.0,2021.0,,7.0,4846.0,10.0,422691058,54.0,16.0,259,0.0,13,101.0,C#,Major,,40.0,90.0,3.0,0.0,34.0,6.0
The Business,Tiï¿½ï¿,1.0,2020.0,1.0,,14311.0,0.0,1062345656,255.0,32.0,582,0.0,14,120.0,G#,Minor,80.0,24.0,62.0,41.0,,11.0,23.0
positions,Ariana Grande,1.0,2020.0,10.0,23.0,8207.0,0.0,1252563873,175.0,55.0,95,0.0,2,144.0,,Major,73.0,66.0,80.0,44.0,0.0,9.0,12.0
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1.0,2021.0,3.0,19.0,4873.0,0.0,851070493,65.0,wrong_type,434,3.0,13,133.0,C#,Major,75.0,96.0,61.0,0.0,0.0,18.0,4.0
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2.0,2021.0,10.0,22.0,772.0,wrong_type,263894529,7.0,3.0,89,0.0,0,wrong_type,G#,Minor,46.0,62.0,83.0,53.0,0.0,97.0,28.0
The Feels,TWICE,1.0,2021.0,10.0,wrong_type,1150.0,0.0,345903614,20.0,99.0,44,0.0,2,120.0,A,Major,81.0,92.0,90.0,9.0,0.0,8.0,7.0
HEARTBREAK ANNIVERSARY,Giveon,1.0,2020.0,2.0,21.0,,4.0,951637566,111.0,127.0,210,0.0,37,129.0,,Major,61.0,59.0,46.0,56.0,0.0,13.0,5.0
No Lie,"Sean Paul, Dua Lipa",2.0,2016.0,11.0,18.0,7370.0,0.0,956865266,92.0,127.0,"1,219",0.0,62,102.0,G,Major,74.0,45.0,89.0,5.0,,26.0,13.0
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4.0,2021.0,8.0,,6890.0,0.0,427486004,122.0,11.0,201,,1,124.0,G#,Minor,79.0,,84.0,2.0,0.0,5.0,5.0
Pope Is a Rockstar,SALES,wrong_type,2016.0,4.0,20.0,1966.0,0.0,156658366,4.0,2.0,50,0.0,0,90.0,E,Minor,73.0,31.0,45.0,,24.0,11.0,wrong_type
2055,Sleepy hallow,1.0,2021.0,4.0,14.0,2226.0,0.0,624515457,29.0,0.0,44,0.0,0,161.0,F#,Minor,78.0,65.0,52.0,46.0,0.0,12.0,31.0
Bored,Billie Eilish,1.0,2017.0,3.0,30.0,4204.0,0.0,777765388,39.0,45.0,250,wrong_type,0,120.0,G,Major,60.0,11.0,33.0,90.0,0.0,8.0,5.0
Happier Than Ever - Edit,Billie Eilish,1.0,2021.0,7.0,28.0,1959.0,0.0,412795151,19.0,wrong_type,38,0.0,0,,,Major,45.0,12.0,57.0,7.0,wrong_type,23.0,3.0
Astronaut In The Ocean,Masked Wolf,1.0,2019.0,1.0,1.0,7191.0,0.0,1138474110,146.0,18.0,478,wrong_type,7,150.0,E,Minor,78.0,47.0,70.0,18.0,0.0,15.0,9.0
Ley Seca,"Anuel Aa, Jhay Cortez",2.0,2021.0,9.0,2.0,2012.0,0.0,355219175,101.0,12.0,38,0.0,0,105.0,G#,Major,76.0,58.0,84.0,10.0,0.0,13.0,10.0
Every Summertime,NIKI,1.0,2021.0,8.0,10.0,1211.0,2.0,290228626,30.0,2.0,5,0.0,6,79.0,F#,Major,63.0,76.0,67.0,38.0,0.0,6.0,4.0
Talking To The Moon,Bruno Mars,1.0,2010.0,10.0,4.0,7109.0,2.0,1062956628,5.0,wrong_type,862,0.0,0,wrong_type,C#,Minor,52.0,7.0,61.0,51.0,0.0,,3.0
you broke me first,Tate McRae,1.0,2020.0,4.0,17.0,6638.0,0.0,1180094974,167.0,19.0,318,0.0,1,124.0,E,Major,wrong_type,8.0,37.0,79.0,0.0,9.0,5.0
The Nights,Avicii,,2014.0,1.0,1.0,17354.0,8.0,1456081449,92.0,122.0,"1,282",0.0,55,126.0,F#,Major,53.0,,85.0,2.0,0.0,24.0,4.0
Take My Breath,The Weeknd,1.0,2021.0,8.0,6.0,6392.0,wrong_type,432702334,174.0,73.0,344,0.0,0,121.0,G#,Major,75.0,53.0,74.0,2.0,0.0,wrong_type,
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3.0,wrong_type,9.0,3.0,5481.0,0.0,489945871,144.0,30.0,86,0.0,0,136.0,B,Minor,80.0,33.0,60.0,0.0,0.0,32.0,14.0
Cï¿½ï¿½,Rauw Alejandro,wrong_type,wrong_type,6.0,25.0,2636.0,3.0,465959382,36.0,82.0,39,0.0,5,102.0,A,Minor,77.0,,63.0,58.0,0.0,11.0,5.0
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3.0,2021.0,10.0,27.0,824.0,,1223481149,wrong_type,8.0,8,2.0,0,77.0,G,Major,73.0,54.0,74.0,23.0,0.0,41.0,23.0
Dance Monkey,Tones and I,wrong_type,2019.0,5.0,10.0,24529.0,0.0,2864791672,533.0,,"3,595",6.0,,98.0,F#,Minor,82.0,54.0,59.0,69.0,0.0,18.0,10.0
Lucid Dreams,Juice WRLD,1.0,2017.0,6.0,15.0,14749.0,0.0,2288695111,188.0,34.0,710,0.0,5,wrong_type,B,Minor,44.0,22.0,48.0,38.0,0.0,33.0,24.0
Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",2.0,2021.0,1.0,28.0,8087.0,0.0,720825549,92.0,34.0,131,0.0,0,102.0,G#,Major,,77.0,82.0,3.0,,17.0,11.0
All of Me,John Legend,1.0,wrong_type,8.0,wrong_type,27221.0,0.0,2086124197,308.0,118.0,"4,534",2.0,77,120.0,G#,Major,42.0,33.0,wrong_type,92.0,,13.0,3.0
Smells Like Teen Spirit - Remastered 2021,Nirvana,wrong_type,1991.0,9.0,10.0,49991.0,9.0,1690192927,265.0,121.0,"12,367",4.0,160,wrong_type,C#,Major,52.0,73.0,91.0,,0.0,11.0,7.0
Arcade,Duncan Laurence,1.0,2019.0,3.0,7.0,6646.0,wrong_type,991336132,107.0,47.0,584,1.0,,72.0,A,Minor,45.0,27.0,wrong_type,82.0,0.0,wrong_type,4.0
Fair Trade (with Travis Scott),"Drake, Travis Scott",2.0,2021.0,9.0,3.0,5403.0,6.0,593917618,118.0,116.0,96,0.0,3,168.0,C#,Major,67.0,29.0,47.0,5.0,0.0,22.0,26.0
Bar,"Tini, L-Gante",2.0,2021.0,11.0,11.0,755.0,4.0,200972675,22.0,3.0,0,0.0,0,94.0,C#,Major,52.0,68.0,69.0,13.0,,33.0,8.0
The Rumbling (TV Size),SiM,1.0,2022.0,1.0,10.0,254.0,0.0,71014967,0.0,4.0,23,0.0,0,145.0,G#,Major,wrong_type,wrong_type,88.0,0.0,0.0,26.0,5.0
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2.0,wrong_type,8.0,27.0,6308.0,,560222750,114.0,15.0,63,0.0,2,134.0,C#,Major,71.0,14.0,61.0,1.0,0.0,23.0,33.0
Mr. Brightside,The Killers,1.0,2003.0,9.0,23.0,51979.0,15.0,1806617704,306.0,99.0,"5,063",2.0,120,148.0,C#,Major,35.0,24.0,93.0,0.0,0.0,10.0,8.0
Blessed-Cursed,ENHYPEN,1.0,2022.0,1.0,10.0,246.0,0.0,77337771,,12.0,10,0.0,0,,E,Minor,60.0,40.0,89.0,9.0,0.0,60.0,6.0
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",,2021.0,6.0,24.0,6556.0,0.0,528544703,93.0,5.0,67,1.0,0,172.0,F#,Minor,74.0,79.0,66.0,11.0,0.0,8.0,wrong_type
Streets,Doja Cat,1.0,2019.0,wrong_type,7.0,5728.0,0.0,865640097,85.0,87.0,179,,12,90.0,B,Major,75.0,19.0,46.0,21.0,4.0,34.0,8.0
Shallow,"Lady Gaga, Bradley Cooper",2.0,2018.0,9.0,27.0,16636.0,12.0,2159346687,368.0,155.0,"2,854",6.0,121,96.0,G,Major,wrong_type,30.0,40.0,,0.0,26.0,3.0
Polaroid Love,ENHYPEN,1.0,2022.0,1.0,10.0,461.0,0.0,211372494,,,17,0.0,0,138.0,G,Minor,74.0,65.0,67.0,46.0,0.0,36.0,4.0
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2.0,2021.0,4.0,28.0,4893.0,4.0,651732901,,24.0,110,0.0,70,120.0,G,Major,72.0,67.0,72.0,0.0,0.0,13.0,4.0
Permission to Dance,BTS,1.0,2021.0,7.0,9.0,1801.0,2.0,608334048,77.0,134.0,74,0.0,2,125.0,A,Major,,65.0,74.0,1.0,0.0,34.0,4.0
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4.0,2021.0,1.0,15.0,12043.0,0.0,863756573,209.0,54.0,710,0.0,18,123.0,D,Major,82.0,wrong_type,86.0,1.0,0.0,30.0,13.0
RAPSTAR,Polo G,1.0,2021.0,4.0,9.0,4731.0,0.0,797402345,141.0,,78,0.0,0,81.0,F#,Major,79.0,44.0,54.0,41.0,0.0,13.0,24.0
'Till I Collapse,"Eminem, Nate Dogg",2.0,,5.0,26.0,22923.0,0.0,1695712020,78.0,46.0,"2,515",1.0,0,171.0,C#,Major,55.0,10.0,85.0,7.0,wrong_type,8.0,20.0
Memories,Maroon 5,1.0,2019.0,9.0,wrong_type,9974.0,2.0,1759567999,272.0,67.0,"1,066",1.0,19,,B,Major,77.0,60.0,32.0,84.0,0.0,8.0,5.0
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8.0,2021.0,8.0,12.0,,0.0,223319934,72.0,0.0,0,0.0,0,84.0,G,Minor,56.0,61.0,76.0,wrong_type,0.0,14.0,11.0
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2.0,2022.0,1.0,7.0,620.0,0.0,54937991,17.0,3.0,3,0.0,0,115.0,F,Minor,90.0,,54.0,16.0,,13.0,28.0
When Iï¿½ï¿½ï¿½m Gone (with Katy ,"Katy Perry, Alesso",2.0,2021.0,12.0,29.0,3270.0,0.0,226897599,89.0,21.0,65,0.0,0,125.0,,Major,69.0,70.0,89.0,4.0,0.0,49.0,3.0
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2.0,2021.0,10.0,14.0,580.0,,258316038,24.0,92.0,93,0.0,0,122.0,F#,Minor,80.0,62.0,69.0,28.0,0.0,13.0,7.0
Miï¿½ï¿½n,"Tini, Maria Becerra",2.0,2021.0,4.0,29.0,3406.0,,596152090,61.0,wrong_type,70,1.0,0,92.0,D,Major,85.0,92.0,54.0,wrong_type,0.0,29.0,7.0
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",,2021.0,11.0,18.0,903.0,0.0,177129919,30.0,26.0,15,0.0,0,90.0,F#,Minor,63.0,wrong_type,75.0,17.0,0.0,11.0,8.0
MAMIII,"Karol G, Becky G",2.0,2022.0,2.0,10.0,6809.0,28.0,716591492,151.0,102.0,175,5.0,29,94.0,E,Minor,,90.0,70.0,9.0,0.0,14.0,8.0
